Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id;
0; 2020-11-11 08:24:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
248; 2020-11-11 15:14:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.0441; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
249; 2020-11-11 15:19:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
250; 2020-11-11 15:19:11; Level; UVa/Padova S2013 - Blood glucose; 11.299; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
251; 2020-11-11 15:19:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.117; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
252; 2020-11-11 15:24:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
253; 2020-11-11 15:24:11; Level; UVa/Padova S2013 - Blood glucose; 11.3721; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
254; 2020-11-11 15:24:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.19; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
255; 2020-11-11 15:29:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
256; 2020-11-11 15:29:11; Level; UVa/Padova S2013 - Blood glucose; 11.4453; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
257; 2020-11-11 15:29:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.263; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
258; 2020-11-11 15:34:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
259; 2020-11-11 15:34:11; Level; UVa/Padova S2013 - Blood glucose; 11.5185; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
260; 2020-11-11 15:34:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.3361; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
261; 2020-11-11 15:39:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
262; 2020-11-11 15:39:11; Level; UVa/Padova S2013 - Blood glucose; 11.5917; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
263; 2020-11-11 15:39:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.4093; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
264; 2020-11-11 15:44:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
265; 2020-11-11 15:44:11; Level; UVa/Padova S2013 - Blood glucose; 11.6649; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
266; 2020-11-11 15:44:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.4824; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
267; 2020-11-11 15:49:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
268; 2020-11-11 15:49:11; Level; UVa/Padova S2013 - Blood glucose; 11.7381; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
269; 2020-11-11 15:49:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.5556; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
270; 2020-11-11 15:54:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
271; 2020-11-11 15:54:11; Level; UVa/Padova S2013 - Blood glucose; 11.8112; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
272; 2020-11-11 15:54:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.6287; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
273; 2020-11-11 15:59:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
274; 2020-11-11 15:59:11; Level; UVa/Padova S2013 - Blood glucose; 11.8842; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
275; 2020-11-11 15:59:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.7018; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
276; 2020-11-11 16:04:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
277; 2020-11-11 16:04:11; Level; UVa/Padova S2013 - Blood glucose; 11.9572; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
278; 2020-11-11 16:04:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.7749; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
279; 2020-11-11 16:09:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
280; 2020-11-11 16:09:11; Level; UVa/Padova S2013 - Blood glucose; 12.0301; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
281; 2020-11-11 16:09:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.848; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
282; 2020-11-11 16:14:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
283; 2020-11-11 16:14:11; Level; UVa/Padova S2013 - Blood glucose; 12.1029; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
284; 2020-11-11 16:14:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.9209; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
285; 2020-11-11 16:19:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
286; 2020-11-11 16:19:11; Level; UVa/Padova S2013 - Blood glucose; 12.1756; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
287; 2020-11-11 16:19:11; Level; UVa/Padova S2013 - Interstitial glucose; 11.9938; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
288; 2020-11-11 16:24:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
289; 2020-11-11 16:24:11; Level; UVa/Padova S2013 - Blood glucose; 12.2482; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
290; 2020-11-11 16:24:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.0667; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
291; 2020-11-11 16:29:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
292; 2020-11-11 16:29:11; Level; UVa/Padova S2013 - Blood glucose; 12.3207; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
293; 2020-11-11 16:29:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.1394; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
294; 2020-11-11 16:34:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
295; 2020-11-11 16:34:11; Level; UVa/Padova S2013 - Blood glucose; 12.393; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
296; 2020-11-11 16:34:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.212; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
297; 2020-11-11 16:39:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
298; 2020-11-11 16:39:11; Level; UVa/Padova S2013 - Blood glucose; 12.4652; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
299; 2020-11-11 16:39:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.2845; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
300; 2020-11-11 16:44:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
301; 2020-11-11 16:44:11; Level; UVa/Padova S2013 - Blood glucose; 12.5373; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
302; 2020-11-11 16:44:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.3569; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
303; 2020-11-11 16:49:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
304; 2020-11-11 16:49:11; Level; UVa/Padova S2013 - Blood glucose; 12.6091; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
305; 2020-11-11 16:49:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.4291; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
306; 2020-11-11 16:54:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
307; 2020-11-11 16:54:11; Level; UVa/Padova S2013 - Blood glucose; 12.6808; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
308; 2020-11-11 16:54:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.5012; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
309; 2020-11-11 16:59:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
310; 2020-11-11 16:59:11; Level; UVa/Padova S2013 - Blood glucose; 12.7523; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
311; 2020-11-11 16:59:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.5731; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
312; 2020-11-11 17:04:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
313; 2020-11-11 17:04:11; Level; UVa/Padova S2013 - Blood glucose; 12.8236; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
314; 2020-11-11 17:04:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.6448; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
315; 2020-11-11 17:09:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
316; 2020-11-11 17:09:11; Level; UVa/Padova S2013 - Blood glucose; 12.8947; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
317; 2020-11-11 17:09:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.7164; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
318; 2020-11-11 17:14:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
319; 2020-11-11 17:14:11; Level; UVa/Padova S2013 - Blood glucose; 12.9656; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
320; 2020-11-11 17:14:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.7878; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
321; 2020-11-11 17:19:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
322; 2020-11-11 17:19:11; Level; UVa/Padova S2013 - Blood glucose; 13.0363; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
323; 2020-11-11 17:19:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.8589; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
324; 2020-11-11 17:24:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
325; 2020-11-11 17:24:11; Level; UVa/Padova S2013 - Blood glucose; 13.1068; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
326; 2020-11-11 17:24:11; Level; UVa/Padova S2013 - Interstitial glucose; 12.9299; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
327; 2020-11-11 17:29:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
328; 2020-11-11 17:29:11; Level; UVa/Padova S2013 - Blood glucose; 13.177; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
329; 2020-11-11 17:29:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.0007; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
330; 2020-11-11 17:34:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
331; 2020-11-11 17:34:11; Level; UVa/Padova S2013 - Blood glucose; 13.247; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
332; 2020-11-11 17:34:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.0712; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
333; 2020-11-11 17:39:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
334; 2020-11-11 17:39:11; Level; UVa/Padova S2013 - Blood glucose; 13.3167; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
335; 2020-11-11 17:39:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.1415; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
336; 2020-11-11 17:44:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
337; 2020-11-11 17:44:11; Level; UVa/Padova S2013 - Blood glucose; 13.3862; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
338; 2020-11-11 17:44:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.2116; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
339; 2020-11-11 17:49:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
340; 2020-11-11 17:49:11; Level; UVa/Padova S2013 - Blood glucose; 13.4554; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
341; 2020-11-11 17:49:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.2814; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
342; 2020-11-11 17:54:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
343; 2020-11-11 17:54:11; Level; UVa/Padova S2013 - Blood glucose; 13.5243; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
344; 2020-11-11 17:54:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.351; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
345; 2020-11-11 17:59:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
346; 2020-11-11 17:59:11; Level; UVa/Padova S2013 - Blood glucose; 13.593; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
347; 2020-11-11 17:59:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.4203; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
348; 2020-11-11 18:04:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
349; 2020-11-11 18:04:11; Level; UVa/Padova S2013 - Blood glucose; 13.6614; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
350; 2020-11-11 18:04:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.4894; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
351; 2020-11-11 18:09:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
352; 2020-11-11 18:09:11; Level; UVa/Padova S2013 - Blood glucose; 13.7295; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
353; 2020-11-11 18:09:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.5582; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
354; 2020-11-11 18:14:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
355; 2020-11-11 18:14:11; Level; UVa/Padova S2013 - Blood glucose; 13.7973; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
356; 2020-11-11 18:14:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.6267; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
357; 2020-11-11 18:19:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
358; 2020-11-11 18:19:11; Level; UVa/Padova S2013 - Blood glucose; 13.8648; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
359; 2020-11-11 18:19:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.6949; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
360; 2020-11-11 18:24:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
361; 2020-11-11 18:24:11; Level; UVa/Padova S2013 - Blood glucose; 13.932; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
362; 2020-11-11 18:24:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.7628; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
363; 2020-11-11 18:29:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
364; 2020-11-11 18:29:11; Level; UVa/Padova S2013 - Blood glucose; 13.9989; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
365; 2020-11-11 18:29:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.8305; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
366; 2020-11-11 18:34:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
367; 2020-11-11 18:34:11; Level; UVa/Padova S2013 - Blood glucose; 14.0655; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
368; 2020-11-11 18:34:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.8978; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
369; 2020-11-11 18:39:11; Level; UVa/Padova S2013 - Delivered insulin; 0; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {AA402CE3-BA4A-457B-AA19-1B908B9B53C4}
370; 2020-11-11 18:39:11; Level; UVa/Padova S2013 - Blood glucose; 14.1318; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {1EEE155A-9150-4958-8AFD-3161B73CF9FC}
371; 2020-11-11 18:39:11; Level; UVa/Padova S2013 - Interstitial glucose; 13.9648; 0; 2; {B387A874-8D1E-460B-A5EC-BA36AB7516DE}; {55B07D3D-0D99-47D0-8A3B-3E543C25E5B1}
