Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id;
2339; 2020-11-11 08:33:00; Time_Segment_Start; ; ; 1; 9; {CF42445D-9526-4414-A13D-2F54B9592798}; {00000000-0000-0000-0000-000000000000}
2628; 2020-11-11 16:38:00; Level; Blood glucose; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2629; 2020-11-11 16:38:00; Level; Calibration; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2630; 2020-11-11 16:38:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2631; 2020-11-11 16:43:00; Level; Blood glucose; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2632; 2020-11-11 16:43:00; Level; Calibration; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2633; 2020-11-11 16:43:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2634; 2020-11-11 16:48:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2635; 2020-11-11 16:48:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2636; 2020-11-11 16:48:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2637; 2020-11-11 16:53:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2638; 2020-11-11 16:53:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2639; 2020-11-11 16:53:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2640; 2020-11-11 16:58:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2641; 2020-11-11 16:58:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2642; 2020-11-11 16:58:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2643; 2020-11-11 17:03:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2644; 2020-11-11 17:03:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2645; 2020-11-11 17:03:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2646; 2020-11-11 17:08:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2647; 2020-11-11 17:08:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2648; 2020-11-11 17:08:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2649; 2020-11-11 17:13:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2650; 2020-11-11 17:13:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2651; 2020-11-11 17:13:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2652; 2020-11-11 17:18:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2653; 2020-11-11 17:18:00; Level; Calibration; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2654; 2020-11-11 17:18:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2655; 2020-11-11 17:23:00; Level; Blood glucose; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2656; 2020-11-11 17:23:00; Level; Calibration; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2657; 2020-11-11 17:23:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2658; 2020-11-11 17:28:00; Level; Blood glucose; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2659; 2020-11-11 17:28:00; Level; Calibration; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2660; 2020-11-11 17:28:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2661; 2020-11-11 17:33:00; Level; Blood glucose; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2662; 2020-11-11 17:33:00; Level; Calibration; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2663; 2020-11-11 17:33:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2664; 2020-11-11 17:38:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2665; 2020-11-11 17:38:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2666; 2020-11-11 17:38:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2667; 2020-11-11 17:43:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2668; 2020-11-11 17:43:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2669; 2020-11-11 17:43:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2670; 2020-11-11 17:48:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2671; 2020-11-11 17:48:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2672; 2020-11-11 17:48:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2673; 2020-11-11 17:53:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2674; 2020-11-11 17:53:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2675; 2020-11-11 17:53:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2676; 2020-11-11 17:58:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2677; 2020-11-11 17:58:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2678; 2020-11-11 17:58:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2679; 2020-11-11 18:03:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2680; 2020-11-11 18:03:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2681; 2020-11-11 18:03:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2682; 2020-11-11 18:08:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2683; 2020-11-11 18:08:00; Level; Calibration; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2684; 2020-11-11 18:08:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2685; 2020-11-11 18:13:00; Level; Blood glucose; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2686; 2020-11-11 18:13:00; Level; Calibration; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2687; 2020-11-11 18:13:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2688; 2020-11-11 18:18:00; Level; Blood glucose; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2689; 2020-11-11 18:18:00; Level; Calibration; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2690; 2020-11-11 18:18:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2691; 2020-11-11 18:23:00; Level; Blood glucose; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2692; 2020-11-11 18:23:00; Level; Calibration; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2693; 2020-11-11 18:23:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2694; 2020-11-11 18:28:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2695; 2020-11-11 18:28:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2696; 2020-11-11 18:28:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2697; 2020-11-11 18:33:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2698; 2020-11-11 18:33:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2699; 2020-11-11 18:33:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2700; 2020-11-11 18:38:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2701; 2020-11-11 18:38:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2702; 2020-11-11 18:38:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2703; 2020-11-11 18:43:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2704; 2020-11-11 18:43:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2705; 2020-11-11 18:43:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2706; 2020-11-11 18:48:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2707; 2020-11-11 18:48:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2708; 2020-11-11 18:48:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2709; 2020-11-11 18:53:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2710; 2020-11-11 18:53:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2711; 2020-11-11 18:53:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2712; 2020-11-11 18:58:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2713; 2020-11-11 18:58:00; Level; Calibration; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2714; 2020-11-11 18:58:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2715; 2020-11-11 19:03:00; Level; Blood glucose; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2716; 2020-11-11 19:03:00; Level; Calibration; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2717; 2020-11-11 19:03:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2718; 2020-11-11 19:08:00; Level; Blood glucose; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2719; 2020-11-11 19:08:00; Level; Calibration; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2720; 2020-11-11 19:08:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2721; 2020-11-11 19:13:00; Level; Blood glucose; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2722; 2020-11-11 19:13:00; Level; Calibration; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2723; 2020-11-11 19:13:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2724; 2020-11-11 19:18:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2725; 2020-11-11 19:18:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2726; 2020-11-11 19:18:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2727; 2020-11-11 19:23:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2728; 2020-11-11 19:23:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2729; 2020-11-11 19:23:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2730; 2020-11-11 19:28:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2731; 2020-11-11 19:28:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2732; 2020-11-11 19:28:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2733; 2020-11-11 19:33:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2734; 2020-11-11 19:33:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2735; 2020-11-11 19:33:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2736; 2020-11-11 19:38:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2737; 2020-11-11 19:38:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2738; 2020-11-11 19:38:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2739; 2020-11-11 19:43:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2740; 2020-11-11 19:43:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2741; 2020-11-11 19:43:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2742; 2020-11-11 19:48:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2743; 2020-11-11 19:48:00; Level; Calibration; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2744; 2020-11-11 19:48:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2745; 2020-11-11 19:53:00; Level; Blood glucose; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2746; 2020-11-11 19:53:00; Level; Calibration; 3.95491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2747; 2020-11-11 19:53:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2748; 2020-11-11 19:58:00; Level; Blood glucose; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2749; 2020-11-11 19:58:00; Level; Calibration; 6.45491; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2750; 2020-11-11 19:58:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2751; 2020-11-11 20:03:00; Level; Blood glucose; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2752; 2020-11-11 20:03:00; Level; Calibration; 9.54508; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2753; 2020-11-11 20:03:00; Level; Interstitial glucose; 3.24472; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2754; 2020-11-11 20:08:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2755; 2020-11-11 20:08:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2756; 2020-11-11 20:08:00; Level; Interstitial glucose; 5.06107; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2757; 2020-11-11 20:13:00; Level; Blood glucose; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2758; 2020-11-11 20:13:00; Level; Calibration; 13; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2759; 2020-11-11 20:13:00; Level; Interstitial glucose; 8; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2760; 2020-11-11 20:18:00; Level; Blood glucose; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2761; 2020-11-11 20:18:00; Level; Calibration; 12.0451; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2762; 2020-11-11 20:18:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2763; 2020-11-11 20:23:00; Level; Blood glucose; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2764; 2020-11-11 20:23:00; Level; Calibration; 9.54509; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2765; 2020-11-11 20:23:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2766; 2020-11-11 20:28:00; Level; Blood glucose; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2767; 2020-11-11 20:28:00; Level; Calibration; 6.45492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2768; 2020-11-11 20:28:00; Level; Interstitial glucose; 12.7553; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2769; 2020-11-11 20:33:00; Level; Blood glucose; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
2770; 2020-11-11 20:33:00; Level; Calibration; 3.95492; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {ED4CD0F5-F728-44FE-9552-97338BD7E8D5}
2771; 2020-11-11 20:33:00; Level; Interstitial glucose; 10.9389; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {3034568D-F498-455B-AC6A-BCF301F69C9E}
2772; 2020-11-11 20:38:00; Level; Blood glucose; 3; 1; 2; {CF42445D-9526-4414-A13D-2F54B9592798}; {F666F6C2-D7C0-43E8-8EE1-C8CAA8F860E5}
